1.416300 5000
2.833900 10000
4.273200 15000
5.693900 20000
7.115000 25000
9.553400 30000
9.938300 35000
11.414300 40000
12.832800 45000
14.278700 50000
15.663400 55000
17.075900 60000
18.502200 65000
19.981500 70000
21.367300 75000
22.729000 80000
24.365800 85000
25.656500 90000
27.030000 95000
28.601500 100000
