0.540600 5000
1.186800 10000
1.970600 15000
2.711400 20000
3.521800 25000
4.293000 30000
5.080100 35000
5.584400 40000
6.598400 45000
7.500200 50000
8.296500 55000
8.930300 60000
9.716500 65000
10.648800 70000
11.291800 75000
12.409600 80000
12.975800 85000
13.766200 90000
14.783200 95000
15.334800 100000
