0.708900 5000
1.416600 10000
2.128000 15000
2.842000 20000
3.540300 25000
4.243900 30000
4.940300 35000
5.665300 40000
6.362500 45000
7.069500 50000
7.760100 55000
8.470200 60000
9.173400 65000
9.872700 70000
10.580100 75000
11.280300 80000
11.993500 85000
12.725600 90000
13.430100 95000
14.170900 100000
